Kenteken,Brandstof omschrijving,Datum eerste afgifte Nederland,cumhelp,Cumulative
VHG69J,Diesel,2020-10-12,1,95693
VGN53N,Diesel,2020-10-12,1,95694
J666TD,Diesel,2020-10-12,1,95695
17BPX2,Diesel,2020-10-12,1,95696
VHB55P,Diesel,2020-10-12,1,95697
VHF48R,Diesel,2020-10-12,1,95698
02BPX1,Diesel,2020-10-12,1,95699
82BPV9,Diesel,2020-10-12,1,95700
VGT55D,Diesel,2020-10-12,1,95701
22BPN9,Diesel,2020-10-12,1,95702
VHF58R,Diesel,2020-10-12,1,95703
J239FT,Diesel,2020-10-12,1,95704
J291SR,Diesel,2020-10-12,1,95705
J934ST,Diesel,2020-10-12,1,95706
J885RF,Diesel,2020-10-12,1,95707
J772HT,Diesel,2020-10-12,1,95708
J464TB,Diesel,2020-10-12,1,95709
VGP76T,Diesel,2020-10-12,1,95710
VHF84B,Diesel,2020-10-12,1,95711
J143SV,Diesel,2020-10-12,1,95712
VHF05Z,Diesel,2020-10-12,1,95713
VHB33J,Diesel,2020-10-12,1,95714
VGZ48P,Diesel,2020-10-12,1,95715
VFG97N,Diesel,2020-10-12,1,95716
VHF88J,Diesel,2020-10-12,1,95717
VHF74F,Diesel,2020-10-12,1,95718
VHF10F,Diesel,2020-10-12,1,95719
J093SV,Diesel,2020-10-12,1,95720
VHF04R,Diesel,2020-10-12,1,95721
VGX05Z,Diesel,2020-10-12,1,95722
J422SJ,Diesel,2020-10-12,1,95723
VHD55Z,Diesel,2020-10-12,1,95724
VGZ86D,Diesel,2020-10-12,1,95725
VHF05R,Diesel,2020-10-12,1,95726
98BPX1,Diesel,2020-10-12,1,95727
VGZ72X,Diesel,2020-10-12,1,95728
VGZ45B,Diesel,2020-10-12,1,95729
J871ST,Diesel,2020-10-12,1,95730
VGV74B,Diesel,2020-10-12,1,95731
84BPV5,Diesel,2020-10-12,1,95732
VHF39P,Diesel,2020-10-12,1,95733
VHF41V,Diesel,2020-10-12,1,95734
VHD54P,Diesel,2020-10-12,1,95735
J281RR,Diesel,2020-10-12,1,95736
VHF15K,Diesel,2020-10-12,1,95737
VHF39Z,Diesel,2020-10-12,1,95738
VHF62R,Diesel,2020-10-12,1,95739
42BPX2,Diesel,2020-10-12,1,95740
VHF64H,Diesel,2020-10-12,1,95741
VGX81K,Diesel,2020-10-12,1,95742
VHF43T,Diesel,2020-10-12,1,95743
VHD40N,Diesel,2020-10-12,1,95744
VHF50P,Diesel,2020-10-12,1,95745
J873PG,Diesel,2020-10-12,1,95746
VHD27S,Diesel,2020-10-12,1,95747
16BPT3,Diesel,2020-10-12,1,95748
VHD06N,Diesel,2020-10-12,1,95749
VGP87K,Diesel,2020-10-12,1,95750
VGZ79J,Diesel,2020-10-12,1,95751
VHF36V,Diesel,2020-10-12,1,95752
VFX06G,Diesel,2020-10-12,1,95753
VFH21L,Diesel,2020-10-12,1,95754
VHF36X,Diesel,2020-10-12,1,95755
VHG94J,Diesel,2020-10-12,1,95756
VHF06N,Diesel,2020-10-12,1,95757
24BPX2,Diesel,2020-10-12,1,95758
V049SP,Diesel,2020-10-12,1,95759
VGT06J,Diesel,2020-10-12,1,95760
J113SX,Diesel,2020-10-12,1,95761
VGZ58Z,Diesel,2020-10-12,1,95762
FDF93B,Diesel,2020-10-12,1,95763
VHD59N,Diesel,2020-10-12,1,95764
VBZ17K,Diesel,2020-10-12,1,95765
VFV09V,Diesel,2020-10-12,1,95766
J514PV,Diesel,2020-10-12,1,95767
J477RZ,Diesel,2020-10-12,1,95768
VHD98Z,Diesel,2020-10-12,1,95769
VHD50S,Diesel,2020-10-12,1,95770
J961RR,Diesel,2020-10-12,1,95771
VHF14N,Diesel,2020-10-12,1,95772
J996TD,Diesel,2020-10-12,1,95773
J767TD,Diesel,2020-10-12,1,95774
VHG29K,Diesel,2020-10-12,1,95775
VHD25S,Diesel,2020-10-12,1,95776
J274SP,Diesel,2020-10-12,1,95777
J847TD,Diesel,2020-10-12,1,95778
VHB11N,Diesel,2020-10-12,1,95779
VHD51P,Diesel,2020-10-12,1,95780
VHF81S,Diesel,2020-10-12,1,95781
J970PR,Diesel,2020-10-12,1,95782
VHG37B,Diesel,2020-10-12,1,95783
VHG70J,Diesel,2020-10-12,1,95784
VGV84G,Diesel,2020-10-12,1,95785
J853TD,Diesel,2020-10-12,1,95786
VHG10H,Diesel,2020-10-12,1,95787
VHG16H,Diesel,2020-10-12,1,95788
VHD41N,Diesel,2020-10-12,1,95789
VHG49K,Diesel,2020-10-12,1,95790
J878TD,Diesel,2020-10-12,1,95791
VHF56L,Diesel,2020-10-12,1,95792
VHF37Z,Diesel,2020-10-12,1,95793
J057RZ,Diesel,2020-10-12,1,95794
VHF56R,Diesel,2020-10-12,1,95795
VHF17T,Diesel,2020-10-12,1,95796
VGT64J,Diesel,2020-10-12,1,95797
J838RP,Diesel,2020-10-12,1,95798
VHF91R,Diesel,2020-10-12,1,95799
VHF60H,Diesel,2020-10-12,1,95800
VHD52P,Diesel,2020-10-12,1,95801
J163RL,Diesel,2020-10-12,1,95802
J388ST,Diesel,2020-10-12,1,95803
FDP97J,Diesel,2020-10-12,1,95804
VHG32K,Diesel,2020-10-12,1,95805
VHF61D,Diesel,2020-10-12,1,95806
VHG71J,Diesel,2020-10-12,1,95807
VHF83S,Diesel,2020-10-12,1,95808
VHB75N,Diesel,2020-10-12,1,95809
VHF42S,Diesel,2020-10-12,1,95810
VHF61R,Diesel,2020-10-12,1,95811
VHF63L,Diesel,2020-10-12,1,95812
J273SP,Diesel,2020-10-12,1,95813
RS455P,Diesel,2020-10-12,1,95814
VHD24S,Diesel,2020-10-12,1,95815
VGV80V,Diesel,2020-10-12,1,95816
ZR568F,Diesel,2020-10-13,1,95817
VGT98N,Diesel,2020-10-13,1,95818
J616TB,Diesel,2020-10-13,1,95819
VHB51F,Diesel,2020-10-13,1,95820
VHB32Z,Diesel,2020-10-13,1,95821
VHF99X,Diesel,2020-10-13,1,95822
76BPP9,Diesel,2020-10-13,1,95823
VGZ55V,Diesel,2020-10-13,1,95824
VHF14S,Diesel,2020-10-13,1,95825
J560TB,Diesel,2020-10-13,1,95826
04BPX2,Diesel,2020-10-13,1,95827
J407TH,Diesel,2020-10-13,1,95828
G818VT,Diesel,2020-10-13,1,95829
VHG58F,Diesel,2020-10-13,1,95830
VGR93V,Diesel,2020-10-13,1,95831
83BPX2,Diesel,2020-10-13,1,95832
VHF88X,Diesel,2020-10-13,1,95833
99BPX2,Diesel,2020-10-13,1,95834
J759SL,Diesel,2020-10-13,1,95835
J445TH,Diesel,2020-10-13,1,95836
00BPX3,Diesel,2020-10-13,1,95837
VGR92J,Diesel,2020-10-13,1,95838
J631SP,Diesel,2020-10-13,1,95839
J326TH,Diesel,2020-10-13,1,95840
J353SK,Diesel,2020-10-13,1,95841
J518TH,Diesel,2020-10-13,1,95842
VHF75F,Diesel,2020-10-13,1,95843
VHF42L,Diesel,2020-10-13,1,95844
J801ST,Diesel,2020-10-13,1,95845
FDN19P,Diesel,2020-10-13,1,95846
76BPV8,Diesel,2020-10-13,1,95847
J393SK,Diesel,2020-10-13,1,95848
J812RB,Diesel,2020-10-13,1,95849
VHF47X,Diesel,2020-10-13,1,95850
VGR22Z,Diesel,2020-10-13,1,95851
VHF93S,Diesel,2020-10-13,1,95852
VHD88V,Diesel,2020-10-13,1,95853
J140TH,Diesel,2020-10-13,1,95854
VGZ24T,Diesel,2020-10-13,1,95855
VHF27R,Diesel,2020-10-13,1,95856
TZ797B,Diesel,2020-10-13,1,95857
VGX59T,Diesel,2020-10-13,1,95858
VHF83K,Diesel,2020-10-13,1,95859
VHB95J,Diesel,2020-10-13,1,95860
VHB23T,Diesel,2020-10-13,1,95861
J573TB,Diesel,2020-10-13,1,95862
VHG62P,Diesel,2020-10-13,1,95863
VHD17R,Diesel,2020-10-13,1,95864
VHF89L,Diesel,2020-10-13,1,95865
VGN57K,Diesel,2020-10-13,1,95866
VHF15L,Diesel,2020-10-13,1,95867
VHF19X,Diesel,2020-10-13,1,95868
VGV66N,Diesel,2020-10-13,1,95869
VHF93N,Diesel,2020-10-13,1,95870
J782SV,Diesel,2020-10-13,1,95871
VHF35Z,Diesel,2020-10-13,1,95872
J861SN,Diesel,2020-10-13,1,95873
84BPX2,Diesel,2020-10-13,1,95874
VHD44B,Diesel,2020-10-13,1,95875
J985LT,Diesel,2020-10-13,1,95876
72BPX2,Diesel,2020-10-13,1,95877
J922SF,Diesel,2020-10-13,1,95878
J066SV,Diesel,2020-10-13,1,95879
VHF34Z,Diesel,2020-10-13,1,95880
J224TB,Diesel,2020-10-13,1,95881
VHF79S,Diesel,2020-10-13,1,95882
J140SV,Diesel,2020-10-13,1,95883
J078TH,Diesel,2020-10-13,1,95884
J624TF,Diesel,2020-10-13,1,95885
J199TH,Diesel,2020-10-13,1,95886
VHB09N,Diesel,2020-10-13,1,95887
VHK49N,Diesel,2020-10-13,1,95888
VHX79K,Diesel,2020-10-13,1,95889
H804ZZ,Diesel,2020-10-13,1,95890
K980RF,Diesel,2020-10-13,1,95891
J345TH,Diesel,2020-10-13,1,95892
L286VP,Diesel,2020-10-13,1,95893
VHF12S,Diesel,2020-10-13,1,95894
VHG26R,Diesel,2020-10-13,1,95895
VHB08V,Diesel,2020-10-13,1,95896
VHF64S,Diesel,2020-10-13,1,95897
J826PS,Diesel,2020-10-13,1,95898
VHG17F,Diesel,2020-10-13,1,95899
J699ST,Diesel,2020-10-13,1,95900
J753GR,Diesel,2020-10-13,1,95901
54BPV2,Diesel,2020-10-13,1,95902
VGV89T,Diesel,2020-10-13,1,95903
40BPV6,Diesel,2020-10-13,1,95904
82BPX2,Diesel,2020-10-13,1,95905
VHG53F,Diesel,2020-10-13,1,95906
VGR45K,Diesel,2020-10-13,1,95907
VGS72P,Diesel,2020-10-13,1,95908
VHF44T,Diesel,2020-10-13,1,95909
J996PZ,Diesel,2020-10-13,1,95910
36BPV7,Diesel,2020-10-13,1,95911
VHF09G,Diesel,2020-10-13,1,95912
VGV05D,Diesel,2020-10-13,1,95913
VGS16H,Diesel,2020-10-13,1,95914
FDP12R,Diesel,2020-10-13,1,95915
VGP32K,Diesel,2020-10-13,1,95916
J112TH,Diesel,2020-10-13,1,95917
VHF95B,Diesel,2020-10-13,1,95918
33BPV7,Diesel,2020-10-13,1,95919
VHG94B,Diesel,2020-10-13,1,95920
VHF92L,Diesel,2020-10-13,1,95921
VFJ15B,Diesel,2020-10-13,1,95922
VGZ63X,Diesel,2020-10-13,1,95923
34BPV7,Diesel,2020-10-13,1,95924
VHF67V,Diesel,2020-10-13,1,95925
VHF92S,Diesel,2020-10-13,1,95926
J818RF,Diesel,2020-10-13,1,95927
VHF94X,Diesel,2020-10-13,1,95928
71BPX2,Diesel,2020-10-13,1,95929
VHG63B,Diesel,2020-10-13,1,95930
VHF72S,Diesel,2020-10-13,1,95931
VHF61X,Diesel,2020-10-13,1,95932
J192SL,Diesel,2020-10-13,1,95933
VHD56Z,Diesel,2020-10-13,1,95934
J624PR,Diesel,2020-10-13,1,95935
J048TH,Diesel,2020-10-13,1,95936
J721SN,Diesel,2020-10-13,1,95937
J446TH,Diesel,2020-10-13,1,95938
J149SG,Diesel,2020-10-13,1,95939
VHF40S,Diesel,2020-10-13,1,95940
VHF86X,Diesel,2020-10-13,1,95941
VHF85S,Diesel,2020-10-13,1,95942
VHF09Z,Diesel,2020-10-13,1,95943
J738SJ,Diesel,2020-10-13,1,95944
J356TH,Diesel,2020-10-13,1,95945
J363TH,Diesel,2020-10-13,1,95946
VHB72F,Diesel,2020-10-13,1,95947
VHG04N,Diesel,2020-10-13,1,95948
VGR15V,Diesel,2020-10-13,1,95949
J228RS,Diesel,2020-10-13,1,95950
33BPV8,Diesel,2020-10-13,1,95951
J235TG,Diesel,2020-10-13,1,95952
VHF81P,Diesel,2020-10-13,1,95953
VHF13S,Diesel,2020-10-13,1,95954
65BPX2,Diesel,2020-10-13,1,95955
VGX59D,Diesel,2020-10-13,1,95956
J219JZ,Diesel,2020-10-13,1,95957
J354TD,Diesel,2020-10-13,1,95958
J038TH,Diesel,2020-10-13,1,95959
VGS70P,Diesel,2020-10-13,1,95960
29BPV7,Diesel,2020-10-13,1,95961
VHD19B,Diesel,2020-10-13,1,95962
J454SJ,Diesel,2020-10-13,1,95963
J650TB,Diesel,2020-10-13,1,95964
VGK19G,Diesel,2020-10-13,1,95965
FDP90Z,Diesel,2020-10-13,1,95966
J089TH,Diesel,2020-10-13,1,95967
VGZ85L,Diesel,2020-10-13,1,95968
VGJ28J,Diesel,2020-10-13,1,95969
J663PX,Diesel,2020-10-13,1,95970
VHG76F,Diesel,2020-10-13,1,95971
VHF90L,Diesel,2020-10-13,1,95972
VHF26P,Diesel,2020-10-13,1,95973
J109TH,Diesel,2020-10-13,1,95974
VFF37B,Diesel,2020-10-13,1,95975
J419TH,Diesel,2020-10-13,1,95976
J532SF,Diesel,2020-10-13,1,95977
J168TH,Diesel,2020-10-13,1,95978
J554SL,Diesel,2020-10-13,1,95979
VGH30K,Diesel,2020-10-13,1,95980
J798SP,Diesel,2020-10-13,1,95981
VFK62T,Diesel,2020-10-13,1,95982
J744SK,Diesel,2020-10-13,1,95983
66BPV8,Diesel,2020-10-13,1,95984
VHD46V,Diesel,2020-10-13,1,95985
VHF34F,Diesel,2020-10-13,1,95986
38BPL1,Diesel,2020-10-13,1,95987
32BPV7,Diesel,2020-10-13,1,95988
J256SR,Diesel,2020-10-13,1,95989
78BPT3,Diesel,2020-10-13,1,95990
J062TH,Diesel,2020-10-13,1,95991
01BPV8,Diesel,2020-10-13,1,95992
94BPX2,Diesel,2020-10-13,1,95993
VHG80P,Diesel,2020-10-13,1,95994
54BPS9,Diesel,2020-10-13,1,95995
VGZ77X,Diesel,2020-10-13,1,95996
69BPX2,Diesel,2020-10-13,1,95997
VFJ46L,Diesel,2020-10-13,1,95998
VHF10X,Diesel,2020-10-13,1,95999
J966SX,Diesel,2020-10-13,1,96000
91BPV4,Diesel,2020-10-13,1,96001
J424TH,Diesel,2020-10-13,1,96002
VHD45X,Diesel,2020-10-13,1,96003
J291TH,Diesel,2020-10-13,1,96004
VHB47J,Diesel,2020-10-13,1,96005
BXRD87,Diesel,2020-10-13,1,96006
J453SF,Diesel,2020-10-13,1,96007
VGX19S,Diesel,2020-10-13,1,96008
VHG29G,Diesel,2020-10-13,1,96009
VHG95N,Diesel,2020-10-13,1,96010
31BPV7,Diesel,2020-10-13,1,96011
FDP82X,Diesel,2020-10-13,1,96012
VHF57F,Diesel,2020-10-13,1,96013
J106TH,Diesel,2020-10-13,1,96014
FDP31R,Diesel,2020-10-13,1,96015
J426TH,Diesel,2020-10-13,1,96016
VGT69V,Diesel,2020-10-13,1,96017
66BPX2,Diesel,2020-10-13,1,96018
VHG62B,Diesel,2020-10-13,1,96019
VHG14D,Diesel,2020-10-13,1,96020
FDP33P,Diesel,2020-10-13,1,96021
VHF17S,Diesel,2020-10-13,1,96022
73BPT9,Diesel,2020-10-13,1,96023
J445ST,Diesel,2020-10-13,1,96024
J033RS,Diesel,2020-10-13,1,96025
J385TH,Diesel,2020-10-13,1,96026
J858ST,Diesel,2020-10-13,1,96027
FDP88F,Diesel,2020-10-13,1,96028
J508TH,Diesel,2020-10-13,1,96029
VHG43F,Diesel,2020-10-13,1,96030
VHF75L,Diesel,2020-10-13,1,96031
VHF20X,Diesel,2020-10-13,1,96032
VGZ68G,Diesel,2020-10-13,1,96033
J029TH,Diesel,2020-10-13,1,96034
J181PN,Diesel,2020-10-13,1,96035
J506TH,Diesel,2020-10-13,1,96036
J212TH,Diesel,2020-10-13,1,96037
VHG97F,Diesel,2020-10-13,1,96038
J170SP,Diesel,2020-10-13,1,96039
VHF40Z,Diesel,2020-10-13,1,96040
65BPV8,Diesel,2020-10-13,1,96041
68BPX2,Diesel,2020-10-13,1,96042
VHF51Z,Diesel,2020-10-13,1,96043
VHD66J,Diesel,2020-10-13,1,96044
VHF10S,Diesel,2020-10-13,1,96045
83BPV8,Diesel,2020-10-13,1,96046
VGX62T,Diesel,2020-10-13,1,96047
VHB12G,Diesel,2020-10-13,1,96048
VHB53X,Diesel,2020-10-13,1,96049
J327JP,Diesel,2020-10-13,1,96050
VHD40B,Diesel,2020-10-13,1,96051
VGS17H,Diesel,2020-10-13,1,96052
J505TB,Diesel,2020-10-13,1,96053
VGZ14K,Diesel,2020-10-13,1,96054
VHF23X,Diesel,2020-10-13,1,96055
J222TH,Diesel,2020-10-13,1,96056
J783SH,Diesel,2020-10-13,1,96057
VGV86N,Diesel,2020-10-13,1,96058
04BNL2,Diesel,2020-10-13,1,96059
77BPX2,Diesel,2020-10-13,1,96060
87JKS9,Diesel,2020-10-13,1,96061
54BPS3,Diesel,2020-10-13,1,96062
VHD66Z,Diesel,2020-10-13,1,96063
VHB28B,Diesel,2020-10-13,1,96064
VHF42Z,Diesel,2020-10-13,1,96065
VGJ47B,Diesel,2020-10-13,1,96066
82BPV5,Diesel,2020-10-13,1,96067
VHG78L,Diesel,2020-10-13,1,96068
VGT74V,Diesel,2020-10-13,1,96069
J154TH,Diesel,2020-10-13,1,96070
80BPX2,Diesel,2020-10-13,1,96071
VFZ19X,Diesel,2020-10-13,1,96072
VHD28F,Diesel,2020-10-13,1,96073
VHF18N,Diesel,2020-10-13,1,96074
J176TH,Diesel,2020-10-13,1,96075
VHF79R,Diesel,2020-10-13,1,96076
VHG80K,Diesel,2020-10-13,1,96077
VHF44D,Diesel,2020-10-13,1,96078
J509TH,Diesel,2020-10-13,1,96079
VHF45G,Diesel,2020-10-13,1,96080
J413SZ,Diesel,2020-10-13,1,96081
03BPX2,Diesel,2020-10-13,1,96082
J591JT,Diesel,2020-10-13,1,96083
J795ST,Diesel,2020-10-13,1,96084
VHD95D,Diesel,2020-10-13,1,96085
V394ZH,Diesel,2020-10-13,1,96086
J540JT,Diesel,2020-10-13,1,96087
VHD97H,Diesel,2020-10-13,1,96088
VGZ34J,Diesel,2020-10-13,1,96089
V008ZJ,Diesel,2020-10-13,1,96090
J709RH,Diesel,2020-10-13,1,96091
VHF25D,Diesel,2020-10-13,1,96092
VHF96L,Diesel,2020-10-13,1,96093
VHF91L,Diesel,2020-10-13,1,96094
VHD13H,Diesel,2020-10-13,1,96095
64BPX2,Diesel,2020-10-13,1,96096
J154TB,Diesel,2020-10-13,1,96097
J127TG,Diesel,2020-10-13,1,96098
J448LP,Diesel,2020-10-13,1,96099
J593TF,Diesel,2020-10-13,1,96100
G143LL,Diesel,2020-10-13,1,96101
J047RZ,Diesel,2020-10-13,1,96102
73BPX2,Diesel,2020-10-13,1,96103
01BPX3,Diesel,2020-10-13,1,96104
VHB78H,Diesel,2020-10-13,1,96105
J923SF,Diesel,2020-10-13,1,96106
VHD48B,Diesel,2020-10-13,1,96107
VHG09N,Diesel,2020-10-13,1,96108
55BPV1,Diesel,2020-10-13,1,96109
VGZ85D,Diesel,2020-10-13,1,96110
VGV55N,Diesel,2020-10-13,1,96111
J341TH,Diesel,2020-10-13,1,96112
VGJ91R,Diesel,2020-10-13,1,96113
35BPV7,Diesel,2020-10-13,1,96114
VGJ60F,Diesel,2020-10-13,1,96115
J642SX,Diesel,2020-10-13,1,96116
95BPX2,Diesel,2020-10-13,1,96117
VHF95G,Diesel,2020-10-13,1,96118
VGX22H,Diesel,2020-10-13,1,96119
VHF08X,Diesel,2020-10-13,1,96120
VHF82S,Diesel,2020-10-13,1,96121
VGS71P,Diesel,2020-10-13,1,96122
VHF25Z,Diesel,2020-10-13,1,96123
VHF11S,Diesel,2020-10-13,1,96124
VHF64K,Diesel,2020-10-13,1,96125
VHF07Z,Diesel,2020-10-13,1,96126
VGZ28Z,Diesel,2020-10-13,1,96127
J039KR,Diesel,2020-10-13,1,96128
J059SV,Diesel,2020-10-13,1,96129
VHG10D,Diesel,2020-10-13,1,96130
VHF07X,Diesel,2020-10-13,1,96131
VHG16D,Diesel,2020-10-13,1,96132
VHD50F,Diesel,2020-10-13,1,96133
VHD47B,Diesel,2020-10-13,1,96134
J051TH,Diesel,2020-10-13,1,96135
VGR29X,Diesel,2020-10-13,1,96136
63BPV9,Diesel,2020-10-13,1,96137
VDT07G,Diesel,2020-10-13,1,96138
VHG28G,Diesel,2020-10-13,1,96139
VHF28L,Diesel,2020-10-13,1,96140
G682VS,Diesel,2020-10-13,1,96141
VHD42B,Diesel,2020-10-13,1,96142
VGZ93F,Diesel,2020-10-13,1,96143
J475TH,Diesel,2020-10-13,1,96144
VHB78P,Diesel,2020-10-13,1,96145
VHF53T,Diesel,2020-10-13,1,96146
J379TH,Diesel,2020-10-13,1,96147
J523SF,Diesel,2020-10-13,1,96148
J409ST,Diesel,2020-10-13,1,96149
VGT72J,Diesel,2020-10-13,1,96150
J359TH,Diesel,2020-10-13,1,96151
J297PV,Diesel,2020-10-13,1,96152
J287TH,Diesel,2020-10-13,1,96153
J142TH,Diesel,2020-10-13,1,96154
J188SZ,Diesel,2020-10-13,1,96155
VHD78Z,Diesel,2020-10-13,1,96156
63BPX2,Diesel,2020-10-13,1,96157
VHF46S,Diesel,2020-10-13,1,96158
J049TH,Diesel,2020-10-13,1,96159
VHG76P,Diesel,2020-10-13,1,96160
J667JR,Diesel,2020-10-13,1,96161
VHD20V,Diesel,2020-10-13,1,96162
15BPX2,Diesel,2020-10-13,1,96163
21BPF7,Diesel,2020-10-13,1,96164
J428RR,Diesel,2020-10-13,1,96165
VHF45S,Diesel,2020-10-13,1,96166
VHF65S,Diesel,2020-10-13,1,96167
VHF66V,Diesel,2020-10-13,1,96168
J268TH,Diesel,2020-10-13,1,96169
VHB83P,Diesel,2020-10-13,1,96170
VHG64B,Diesel,2020-10-13,1,96171
VFS16R,Diesel,2020-10-13,1,96172
VHB81T,Diesel,2020-10-13,1,96173
J042TH,Diesel,2020-10-13,1,96174
J889ST,Diesel,2020-10-13,1,96175
82BPT3,Diesel,2020-10-13,1,96176
VGZ01P,Diesel,2020-10-13,1,96177
VGX58T,Diesel,2020-10-13,1,96178
J825RZ,Diesel,2020-10-13,1,96179
J228SK,Diesel,2020-10-13,1,96180
J370TH,Diesel,2020-10-13,1,96181
J302FH,Diesel,2020-10-13,1,96182
J713SR,Diesel,2020-10-13,1,96183
VHF84G,Diesel,2020-10-13,1,96184
VHD46J,Diesel,2020-10-13,1,96185
J354NT,Diesel,2020-10-13,1,96186
88BPV7,Diesel,2020-10-14,1,96187
J797TK,Diesel,2020-10-14,1,96188
VHD09B,Diesel,2020-10-14,1,96189
J748TK,Diesel,2020-10-14,1,96190
J546PJ,Diesel,2020-10-14,1,96191
VGV32V,Diesel,2020-10-14,1,96192
VHF53Z,Diesel,2020-10-14,1,96193
07BPX3,Diesel,2020-10-14,1,96194
J817TK,Diesel,2020-10-14,1,96195
VGX04H,Diesel,2020-10-14,1,96196
VHF38S,Diesel,2020-10-14,1,96197
J280SZ,Diesel,2020-10-14,1,96198
20BPX3,Diesel,2020-10-14,1,96199
J422NP,Diesel,2020-10-14,1,96200
J035TL,Diesel,2020-10-14,1,96201
50BPX3,Diesel,2020-10-14,1,96202
VHB83G,Diesel,2020-10-14,1,96203
VHG11K,Diesel,2020-10-14,1,96204
VGV74Z,Diesel,2020-10-14,1,96205
J753SJ,Diesel,2020-10-14,1,96206
VHF34D,Diesel,2020-10-14,1,96207
VHF30T,Diesel,2020-10-14,1,96208
VGT98K,Diesel,2020-10-14,1,96209
VHG79T,Diesel,2020-10-14,1,96210
J353SP,Diesel,2020-10-14,1,96211
J639ST,Diesel,2020-10-14,1,96212
VGR39F,Diesel,2020-10-14,1,96213
29BPX3,Diesel,2020-10-14,1,96214
VHF58V,Diesel,2020-10-14,1,96215
37BPV9,Diesel,2020-10-14,1,96216
J868SZ,Diesel,2020-10-14,1,96217
J891SP,Diesel,2020-10-14,1,96218
VHF47H,Diesel,2020-10-14,1,96219
VGN64B,Diesel,2020-10-14,1,96220
30BPV5,Diesel,2020-10-14,1,96221
VHG19H,Diesel,2020-10-14,1,96222
VHF10Z,Diesel,2020-10-14,1,96223
J743TK,Diesel,2020-10-14,1,96224
J751SN,Diesel,2020-10-14,1,96225
J954RR,Diesel,2020-10-14,1,96226
VGV75Z,Diesel,2020-10-14,1,96227
VHG22B,Diesel,2020-10-14,1,96228
J847TK,Diesel,2020-10-14,1,96229
VHG34K,Diesel,2020-10-14,1,96230
J990TK,Diesel,2020-10-14,1,96231
VHG90B,Diesel,2020-10-14,1,96232
18BNN1,Diesel,2020-10-14,1,96233
VHB97G,Diesel,2020-10-14,1,96234
J343RT,Diesel,2020-10-14,1,96235
J029TL,Diesel,2020-10-14,1,96236
VHF02L,Diesel,2020-10-14,1,96237
VGZ88D,Diesel,2020-10-14,1,96238
J791ST,Diesel,2020-10-14,1,96239
VHF24R,Diesel,2020-10-14,1,96240
VHB77Z,Diesel,2020-10-14,1,96241
VHF18L,Diesel,2020-10-14,1,96242
VHG24F,Diesel,2020-10-14,1,96243
VGR54S,Diesel,2020-10-14,1,96244
VHG34H,Diesel,2020-10-14,1,96245
J278SZ,Diesel,2020-10-14,1,96246
97BPJ7,Diesel,2020-10-14,1,96247
VHG03F,Diesel,2020-10-14,1,96248
VHG01D,Diesel,2020-10-14,1,96249
J542TJ,Diesel,2020-10-14,1,96250
VHF31T,Diesel,2020-10-14,1,96251
VGZ69H,Diesel,2020-10-14,1,96252
VHG67D,Diesel,2020-10-14,1,96253
80BPV2,Diesel,2020-10-14,1,96254
VHG12K,Diesel,2020-10-14,1,96255
VFV36T,Diesel,2020-10-14,1,96256
VGR12Z,Diesel,2020-10-14,1,96257
VHG05J,Diesel,2020-10-14,1,96258
J774TK,Diesel,2020-10-14,1,96259
J557SZ,Diesel,2020-10-14,1,96260
93BPX1,Diesel,2020-10-14,1,96261
J339GF,Diesel,2020-10-14,1,96262
VHG01B,Diesel,2020-10-14,1,96263
J490RX,Diesel,2020-10-14,1,96264
VHF21G,Diesel,2020-10-14,1,96265
VHF37V,Diesel,2020-10-14,1,96266
29BPV5,Diesel,2020-10-14,1,96267
VHG40K,Diesel,2020-10-14,1,96268
VGR46F,Diesel,2020-10-14,1,96269
J587NJ,Diesel,2020-10-14,1,96270
J858SR,Diesel,2020-10-14,1,96271
42BPN1,Diesel,2020-10-14,1,96272
VHF68H,Diesel,2020-10-14,1,96273
V132VX,Diesel,2020-10-14,1,96274
J062TJ,Diesel,2020-10-14,1,96275
23BPV7,Diesel,2020-10-14,1,96276
VHD28J,Diesel,2020-10-14,1,96277
J060TJ,Diesel,2020-10-14,1,96278
VHG46N,Diesel,2020-10-14,1,96279
VGR48F,Diesel,2020-10-14,1,96280
VHD95T,Diesel,2020-10-14,1,96281
J875SK,Diesel,2020-10-14,1,96282
J618SL,Diesel,2020-10-14,1,96283
23BPX3,Diesel,2020-10-14,1,96284
75BPX1,Diesel,2020-10-14,1,96285
VHF76R,Diesel,2020-10-14,1,96286
VGZ76D,Diesel,2020-10-14,1,96287
J273PD,Diesel,2020-10-14,1,96288
VHF61T,Diesel,2020-10-14,1,96289
VHG64D,Diesel,2020-10-14,1,96290
VHG83T,Diesel,2020-10-14,1,96291
81BPV2,Diesel,2020-10-14,1,96292
96BPV8,Diesel,2020-10-14,1,96293
VHF87X,Diesel,2020-10-14,1,96294
VGR43F,Diesel,2020-10-14,1,96295
VHF12X,Diesel,2020-10-14,1,96296
VHF05V,Diesel,2020-10-14,1,96297
22BPX3,Diesel,2020-10-14,1,96298
VGL06F,Diesel,2020-10-14,1,96299
20BPV2,Diesel,2020-10-14,1,96300
J478TK,Diesel,2020-10-14,1,96301
VHG81T,Diesel,2020-10-14,1,96302
VHF87V,Diesel,2020-10-14,1,96303
