Kenteken,Brandstof omschrijving,Datum eerste afgifte Nederland,cumhelp,Cumulative
VFD89X,Diesel,2020-02-07,1,16778
VDX30P,Diesel,2020-02-07,1,16779
VFD89L,Diesel,2020-02-07,1,16780
VFF47X,Diesel,2020-02-07,1,16781
H325GZ,Diesel,2020-02-07,1,16782
VDS79N,Diesel,2020-02-07,1,16783
H022JF,Diesel,2020-02-07,1,16784
VFG83B,Diesel,2020-02-07,1,16785
H469HD,Diesel,2020-02-07,1,16786
DXS35T,Diesel,2020-02-07,1,16787
H125HP,Diesel,2020-02-07,1,16788
H665GL,Diesel,2020-02-07,1,16789
H968JD,Diesel,2020-02-07,1,16790
G854XG,Diesel,2020-02-07,1,16791
G279RS,Diesel,2020-02-07,1,16792
H374GV,Diesel,2020-02-07,1,16793
G869LH,Diesel,2020-02-07,1,16794
H993FZ,Diesel,2020-02-07,1,16795
H485HF,Diesel,2020-02-07,1,16796
VFG14V,Diesel,2020-02-07,1,16797
G079PL,Diesel,2020-02-07,1,16798
VDS67Z,Diesel,2020-02-07,1,16799
H965HN,Diesel,2020-02-07,1,16800
74BPG1,Diesel,2020-02-07,1,16801
VFG93J,Diesel,2020-02-07,1,16802
VFF06R,Diesel,2020-02-07,1,16803
VFD56G,Diesel,2020-02-07,1,16804
VDR38F,Diesel,2020-02-07,1,16805
H240HV,Diesel,2020-02-07,1,16806
VFF17N,Diesel,2020-02-07,1,16807
VDT86D,Diesel,2020-02-07,1,16808
VBJ61D,Diesel,2020-02-07,1,16809
G149PV,Diesel,2020-02-07,1,16810
VFD76V,Diesel,2020-02-07,1,16811
VFG06H,Diesel,2020-02-07,1,16812
49BPF5,Diesel,2020-02-07,1,16813
DXL08V,Diesel,2020-02-07,1,16814
VFG97F,Diesel,2020-02-07,1,16815
52BPH1,Diesel,2020-02-07,1,16816
G893RZ,Diesel,2020-02-07,1,16817
VFG79B,Diesel,2020-02-07,1,16818
VFD88X,Diesel,2020-02-07,1,16819
VFB65S,Diesel,2020-02-07,1,16820
46BPG1,Diesel,2020-02-07,1,16821
03BPH1,Diesel,2020-02-07,1,16822
H452HN,Diesel,2020-02-07,1,16823
VFG12H,Diesel,2020-02-07,1,16824
VFB01S,Diesel,2020-02-07,1,16825
VFG18H,Diesel,2020-02-07,1,16826
VDX71Z,Diesel,2020-02-07,1,16827
67BNX7,Diesel,2020-02-07,1,16828
72BPD8,Diesel,2020-02-07,1,16829
VDS82N,Diesel,2020-02-07,1,16830
82BNT8,Diesel,2020-02-07,1,16831
H791HS,Diesel,2020-02-07,1,16832
VFF01X,Diesel,2020-02-07,1,16833
H282GN,Diesel,2020-02-07,1,16834
VFG63L,Diesel,2020-02-07,1,16835
VFG92X,Diesel,2020-02-07,1,16836
H353HP,Diesel,2020-02-07,1,16837
H312GV,Diesel,2020-02-07,1,16838
53BPG3,Diesel,2020-02-07,1,16839
VFG92J,Diesel,2020-02-07,1,16840
VFD83T,Diesel,2020-02-07,1,16841
VFD75X,Diesel,2020-02-07,1,16842
H068HV,Diesel,2020-02-07,1,16843
VFF64K,Diesel,2020-02-07,1,16844
G879RH,Diesel,2020-02-07,1,16845
H273GT,Diesel,2020-02-07,1,16846
09BPH1,Diesel,2020-02-07,1,16847
VFG67J,Diesel,2020-02-07,1,16848
VFD23X,Diesel,2020-02-07,1,16849
VFG54B,Diesel,2020-02-07,1,16850
22BPH1,Diesel,2020-02-07,1,16851
H957GX,Diesel,2020-02-07,1,16852
H276HK,Diesel,2020-02-07,1,16853
VFG36S,Diesel,2020-02-07,1,16854
G249VZ,Diesel,2020-02-07,1,16855
H505JD,Diesel,2020-02-07,1,16856
H519GN,Diesel,2020-02-07,1,16857
VFB09T,Diesel,2020-02-07,1,16858
VFG20H,Diesel,2020-02-07,1,16859
VDZ03N,Diesel,2020-02-07,1,16860
VDX33Z,Diesel,2020-02-07,1,16861
50BPH1,Diesel,2020-02-07,1,16862
DXS59N,Diesel,2020-02-07,1,16863
VDX15L,Diesel,2020-02-07,1,16864
04BPG2,Diesel,2020-02-07,1,16865
RS281H,Diesel,2020-02-07,1,16866
H838JD,Diesel,2020-02-07,1,16867
H544JD,Diesel,2020-02-07,1,16868
H073HZ,Diesel,2020-02-07,1,16869
H226GT,Diesel,2020-02-07,1,16870
19BPG8,Diesel,2020-02-07,1,16871
VFG55B,Diesel,2020-02-07,1,16872
VFF53D,Diesel,2020-02-07,1,16873
VFG64G,Diesel,2020-02-07,1,16874
VDZ87L,Diesel,2020-02-07,1,16875
VDS84N,Diesel,2020-02-07,1,16876
H892HL,Diesel,2020-02-07,1,16877
VDR37F,Diesel,2020-02-07,1,16878
VBZ99H,Diesel,2020-02-07,1,16879
VDX36B,Diesel,2020-02-07,1,16880
VFF12T,Diesel,2020-02-07,1,16881
VFG38H,Diesel,2020-02-07,1,16882
H455HR,Diesel,2020-02-07,1,16883
VFF76N,Diesel,2020-02-07,1,16884
H504HL,Diesel,2020-02-07,1,16885
VFD64X,Diesel,2020-02-07,1,16886
VDZ74B,Diesel,2020-02-07,1,16887
H483GJ,Diesel,2020-02-07,1,16888
15BPG4,Diesel,2020-02-07,1,16889
H650JD,Diesel,2020-02-07,1,16890
VDX24S,Diesel,2020-02-07,1,16891
VFF80R,Diesel,2020-02-07,1,16892
VFF46S,Diesel,2020-02-07,1,16893
39BPH1,Diesel,2020-02-07,1,16894
H319HT,Diesel,2020-02-07,1,16895
51BPG7,Diesel,2020-02-07,1,16896
VFD16L,Diesel,2020-02-07,1,16897
RS298B,Diesel,2020-02-07,1,16898
G992VX,Diesel,2020-02-07,1,16899
H251HR,Diesel,2020-02-07,1,16900
VFF38N,Diesel,2020-02-07,1,16901
TG688D,Diesel,2020-02-07,1,16902
VDL19F,Diesel,2020-02-07,1,16903
49BPH1,Diesel,2020-02-07,1,16904
VDS91N,Diesel,2020-02-07,1,16905
VFD44B,Diesel,2020-02-07,1,16906
VDV70X,Diesel,2020-02-07,1,16907
VFG95X,Diesel,2020-02-07,1,16908
VDN98Z,Diesel,2020-02-07,1,16909
H725JD,Diesel,2020-02-07,1,16910
24BPH1,Diesel,2020-02-07,1,16911
VFD23S,Diesel,2020-02-07,1,16912
64BPG3,Diesel,2020-02-07,1,16913
VFF84F,Diesel,2020-02-07,1,16914
VFF27T,Diesel,2020-02-07,1,16915
VFD52R,Diesel,2020-02-07,1,16916
VDL87P,Diesel,2020-02-07,1,16917
VDZ19X,Diesel,2020-02-07,1,16918
H962JD,Diesel,2020-02-07,1,16919
H893JD,Diesel,2020-02-07,1,16920
18BPH1,Diesel,2020-02-07,1,16921
H082JF,Diesel,2020-02-07,1,16922
34BPG1,Diesel,2020-02-07,1,16923
VFF13X,Diesel,2020-02-07,1,16924
VFB18T,Diesel,2020-02-07,1,16925
H042HR,Diesel,2020-02-07,1,16926
98BPG9,Diesel,2020-02-07,1,16927
H442HN,Diesel,2020-02-07,1,16928
VDS39P,Diesel,2020-02-07,1,16929
VDZ29N,Diesel,2020-02-07,1,16930
H940JD,Diesel,2020-02-07,1,16931
H703JD,Diesel,2020-02-07,1,16932
H178HS,Diesel,2020-02-07,1,16933
02BPH1,Diesel,2020-02-07,1,16934
VDT50J,Diesel,2020-02-07,1,16935
47BPG5,Diesel,2020-02-07,1,16936
H701JD,Diesel,2020-02-07,1,16937
H845HD,Diesel,2020-02-07,1,16938
36BPH1,Diesel,2020-02-07,1,16939
VDS37P,Diesel,2020-02-07,1,16940
H256DJ,Diesel,2020-02-07,1,16941
VDS22P,Diesel,2020-02-07,1,16942
H614HF,Diesel,2020-02-07,1,16943
VDL13N,Diesel,2020-02-07,1,16944
VFG70X,Diesel,2020-02-07,1,16945
27BPH1,Diesel,2020-02-07,1,16946
VDS90N,Diesel,2020-02-07,1,16947
VDR45Z,Diesel,2020-02-07,1,16948
H101HT,Diesel,2020-02-07,1,16949
G159JF,Diesel,2020-02-07,1,16950
DXK57R,Diesel,2020-02-07,1,16951
VDZ60V,Diesel,2020-02-07,1,16952
H852HF,Diesel,2020-02-07,1,16953
H081HT,Diesel,2020-02-07,1,16954
VFG47F,Diesel,2020-02-07,1,16955
VDZ82S,Diesel,2020-02-07,1,16956
G820LG,Diesel,2020-02-07,1,16957
VFD73X,Diesel,2020-02-07,1,16958
VFG84X,Diesel,2020-02-07,1,16959
VFF87T,Diesel,2020-02-07,1,16960
VFG49P,Diesel,2020-02-07,1,16961
11BPH1,Diesel,2020-02-07,1,16962
H937GZ,Diesel,2020-02-07,1,16963
VDS85N,Diesel,2020-02-07,1,16964
43BPH1,Diesel,2020-02-07,1,16965
VFG34S,Diesel,2020-02-07,1,16966
H820HS,Diesel,2020-02-07,1,16967
VFG57B,Diesel,2020-02-07,1,16968
H801HT,Diesel,2020-02-07,1,16969
VFG22H,Diesel,2020-02-07,1,16970
H555HK,Diesel,2020-02-07,1,16971
VDS82X,Diesel,2020-02-07,1,16972
VFG90X,Diesel,2020-02-07,1,16973
40BPG9,Diesel,2020-02-07,1,16974
H435HL,Diesel,2020-02-07,1,16975
VFF10N,Diesel,2020-02-07,1,16976
VDS27P,Diesel,2020-02-07,1,16977
VFG30H,Diesel,2020-02-07,1,16978
G836LR,Diesel,2020-02-07,1,16979
H330HT,Diesel,2020-02-07,1,16980
VFG27H,Diesel,2020-02-07,1,16981
VDT88T,Diesel,2020-02-07,1,16982
VFB03V,Diesel,2020-02-07,1,16983
VFD74X,Diesel,2020-02-07,1,16984
H435FV,Diesel,2020-02-07,1,16985
H914GZ,Diesel,2020-02-07,1,16986
H159HH,Diesel,2020-02-07,1,16987
VDR78K,Diesel,2020-02-07,1,16988
VFF73V,Diesel,2020-02-07,1,16989
H472HJ,Diesel,2020-02-07,1,16990
VDN67F,Diesel,2020-02-07,1,16991
VFF08N,Diesel,2020-02-07,1,16992
H171HK,Diesel,2020-02-07,1,16993
VFD04T,Diesel,2020-02-07,1,16994
VDS78N,Diesel,2020-02-07,1,16995
VFF77N,Diesel,2020-02-07,1,16996
H845JD,Diesel,2020-02-07,1,16997
H498JD,Diesel,2020-02-07,1,16998
H085HL,Diesel,2020-02-07,1,16999
VFG64F,Diesel,2020-02-07,1,17000
46BPD2,Diesel,2020-02-07,1,17001
VDX57K,Diesel,2020-02-07,1,17002
VFG17Z,Diesel,2020-02-07,1,17003
VFG69J,Diesel,2020-02-07,1,17004
H483DF,Diesel,2020-02-07,1,17005
VFF83F,Diesel,2020-02-07,1,17006
VFG76J,Diesel,2020-02-07,1,17007
VFD44T,Diesel,2020-02-07,1,17008
H071HS,Diesel,2020-02-07,1,17009
H991JD,Diesel,2020-02-07,1,17010
VFG62B,Diesel,2020-02-07,1,17011
H235HN,Diesel,2020-02-07,1,17012
H713JD,Diesel,2020-02-07,1,17013
91BPF4,Diesel,2020-02-07,1,17014
H518JD,Diesel,2020-02-07,1,17015
VFF19G,Diesel,2020-02-07,1,17016
35BPH1,Diesel,2020-02-07,1,17017
H141HP,Diesel,2020-02-07,1,17018
83BPG1,Diesel,2020-02-07,1,17019
91BPG9,Diesel,2020-02-07,1,17020
VDP12G,Diesel,2020-02-07,1,17021
G298NH,Diesel,2020-02-07,1,17022
H832JD,Diesel,2020-02-07,1,17023
VDV48S,Diesel,2020-02-07,1,17024
73BPF6,Diesel,2020-02-07,1,17025
48BPF5,Diesel,2020-02-07,1,17026
VFD96J,Diesel,2020-02-07,1,17027
VFF52X,Diesel,2020-02-07,1,17028
H871HB,Diesel,2020-02-07,1,17029
VDR07Z,Diesel,2020-02-07,1,17030
VFF07X,Diesel,2020-02-07,1,17031
VDJ55Z,Diesel,2020-02-07,1,17032
96BPG7,Diesel,2020-02-07,1,17033
VFF26L,Diesel,2020-02-07,1,17034
ZN939P,Diesel,2020-02-07,1,17035
21BPH1,Diesel,2020-02-07,1,17036
VFG77D,Diesel,2020-02-07,1,17037
H067GN,Diesel,2020-02-07,1,17038
H201HN,Diesel,2020-02-07,1,17039
VFD73F,Diesel,2020-02-07,1,17040
VFG34V,Diesel,2020-02-07,1,17041
VFG34X,Diesel,2020-02-07,1,17042
VFG02F,Diesel,2020-02-07,1,17043
G731LB,Diesel,2020-02-07,1,17044
VDX06Z,Diesel,2020-02-07,1,17045
VFG32G,Diesel,2020-02-07,1,17046
15BPH1,Diesel,2020-02-07,1,17047
VFG90T,Diesel,2020-02-07,1,17048
VFG28K,Diesel,2020-02-07,1,17049
VFB13K,Diesel,2020-02-07,1,17050
48BPG8,Diesel,2020-02-07,1,17051
VDN02K,Diesel,2020-02-07,1,17052
VFF76Z,Diesel,2020-02-07,1,17053
VFG11V,Diesel,2020-02-07,1,17054
VFG69G,Diesel,2020-02-07,1,17055
H006HN,Diesel,2020-02-07,1,17056
V689XS,Diesel,2020-02-07,1,17057
VFF33R,Diesel,2020-02-07,1,17058
VDN66F,Diesel,2020-02-07,1,17059
H711GF,Diesel,2020-02-07,1,17060
H597BZ,Diesel,2020-02-07,1,17061
VDT88G,Diesel,2020-02-07,1,17062
VFF80B,Diesel,2020-02-07,1,17063
VDR91D,Diesel,2020-02-07,1,17064
G196RH,Diesel,2020-02-07,1,17065
VFF39X,Diesel,2020-02-07,1,17066
SK109D,Diesel,2020-02-07,1,17067
64BPG9,Diesel,2020-02-07,1,17068
VFB93D,Diesel,2020-02-07,1,17069
H872HB,Diesel,2020-02-07,1,17070
VDZ06F,Diesel,2020-02-07,1,17071
VFG07Z,Diesel,2020-02-07,1,17072
G905PR,Diesel,2020-02-07,1,17073
H175HP,Diesel,2020-02-07,1,17074
H835JD,Diesel,2020-02-07,1,17075
H935GJ,Diesel,2020-02-07,1,17076
G077LT,Diesel,2020-02-07,1,17077
H195HD,Diesel,2020-02-07,1,17078
VFB19Z,Diesel,2020-02-07,1,17079
VFD43B,Diesel,2020-02-07,1,17080
40BPH1,Diesel,2020-02-07,1,17081
H313DD,Diesel,2020-02-07,1,17082
61BPF7,Diesel,2020-02-07,1,17083
VFD20S,Diesel,2020-02-07,1,17084
VFG47G,Diesel,2020-02-07,1,17085
H700JD,Diesel,2020-02-07,1,17086
93BPG9,Diesel,2020-02-07,1,17087
G045TJ,Diesel,2020-02-07,1,17088
VFF01S,Diesel,2020-02-07,1,17089
VFD25V,Diesel,2020-02-07,1,17090
H903HT,Diesel,2020-02-07,1,17091
VFG40B,Diesel,2020-02-07,1,17092
DXS99N,Diesel,2020-02-07,1,17093
VFD89N,Diesel,2020-02-07,1,17094
00BNV1,Diesel,2020-02-07,1,17095
VFG77B,Diesel,2020-02-07,1,17096
H483HN,Diesel,2020-02-07,1,17097
53BPG4,Diesel,2020-02-07,1,17098
VFG01G,Diesel,2020-02-07,1,17099
VFB92J,Diesel,2020-02-07,1,17100
99BPG9,Diesel,2020-02-07,1,17101
H028JF,Diesel,2020-02-07,1,17102
H829JD,Diesel,2020-02-07,1,17103
H010JF,Diesel,2020-02-07,1,17104
G073RX,Diesel,2020-02-07,1,17105
49BPG7,Diesel,2020-02-07,1,17106
VFD42B,Diesel,2020-02-07,1,17107
G070PK,Diesel,2020-02-07,1,17108
VFB39P,Diesel,2020-02-07,1,17109
20BPH1,Diesel,2020-02-07,1,17110
G193XH,Diesel,2020-02-08,1,17111
VFG45L,Diesel,2020-02-08,1,17112
VFF01G,Diesel,2020-02-08,1,17113
H576HS,Diesel,2020-02-08,1,17114
H853HP,Diesel,2020-02-08,1,17115
VFF29F,Diesel,2020-02-08,1,17116
H933HS,Diesel,2020-02-08,1,17117
H328HS,Diesel,2020-02-08,1,17118
VFB20S,Diesel,2020-02-08,1,17119
H263GD,Diesel,2020-02-08,1,17120
VFF23L,Diesel,2020-02-08,1,17121
VFG94F,Diesel,2020-02-08,1,17122
VFG10F,Diesel,2020-02-08,1,17123
H854GR,Diesel,2020-02-08,1,17124
H934HF,Diesel,2020-02-08,1,17125
VFF93N,Diesel,2020-02-08,1,17126
H509HL,Diesel,2020-02-08,1,17127
H484HX,Diesel,2020-02-08,1,17128
H299HS,Diesel,2020-02-08,1,17129
H505HL,Diesel,2020-02-08,1,17130
VFD31H,Diesel,2020-02-08,1,17131
VFG45R,Diesel,2020-02-08,1,17132
VFD78R,Diesel,2020-02-08,1,17133
H594HP,Diesel,2020-02-08,1,17134
G575VJ,Diesel,2020-02-08,1,17135
H082GX,Diesel,2020-02-08,1,17136
VFD88G,Diesel,2020-02-08,1,17137
H442FJ,Diesel,2020-02-08,1,17138
VFB09N,Diesel,2020-02-08,1,17139
H418HT,Diesel,2020-02-08,1,17140
VFG88S,Diesel,2020-02-08,1,17141
H522HR,Diesel,2020-02-08,1,17142
G079DL,Diesel,2020-02-08,1,17143
H372HL,Diesel,2020-02-08,1,17144
H267FV,Diesel,2020-02-08,1,17145
VDZ82X,Diesel,2020-02-08,1,17146
H368HK,Diesel,2020-02-08,1,17147
H078HX,Diesel,2020-02-08,1,17148
H238GN,Diesel,2020-02-08,1,17149
H907GB,Diesel,2020-02-08,1,17150
H311HK,Diesel,2020-02-08,1,17151
G648KV,Diesel,2020-02-08,1,17152
H502HG,Diesel,2020-02-08,1,17153
VFF78Z,Diesel,2020-02-08,1,17154
VFG95J,Diesel,2020-02-08,1,17155
VDP79H,Diesel,2020-02-08,1,17156
G805PG,Diesel,2020-02-08,1,17157
H355HR,Diesel,2020-02-08,1,17158
H459HT,Diesel,2020-02-08,1,17159
H165HH,Diesel,2020-02-08,1,17160
VDV51K,Diesel,2020-02-08,1,17161
H755HB,Diesel,2020-02-08,1,17162
VDP18K,Diesel,2020-02-08,1,17163
H739HH,Diesel,2020-02-08,1,17164
VFB91Z,Diesel,2020-02-08,1,17165
H215HN,Diesel,2020-02-08,1,17166
VFF71K,Diesel,2020-02-08,1,17167
ZV836S,Diesel,2020-02-08,1,17168
H249HR,Diesel,2020-02-08,1,17169
VFF24Z,Diesel,2020-02-08,1,17170
H403HB,Diesel,2020-02-08,1,17171
VDJ26Z,Diesel,2020-02-08,1,17172
VDN69V,Diesel,2020-02-08,1,17173
43BPG4,Diesel,2020-02-08,1,17174
G546XH,Diesel,2020-02-08,1,17175
H479GX,Diesel,2020-02-08,1,17176
VFG57S,Diesel,2020-02-08,1,17177
H431HN,Diesel,2020-02-08,1,17178
H397GK,Diesel,2020-02-08,1,17179
H257GX,Diesel,2020-02-08,1,17180
VDZ13J,Diesel,2020-02-08,1,17181
VFF48X,Diesel,2020-02-08,1,17182
H363BZ,Diesel,2020-02-08,1,17183
H924HX,Diesel,2020-02-08,1,17184
VFG48L,Diesel,2020-02-08,1,17185
H109HK,Diesel,2020-02-08,1,17186
XN996G,Diesel,2020-02-08,1,17187
VFF23S,Diesel,2020-02-08,1,17188
H390HR,Diesel,2020-02-08,1,17189
V674XF,Diesel,2020-02-08,1,17190
H672DG,Diesel,2020-02-08,1,17191
VFF64R,Diesel,2020-02-08,1,17192
VFG16P,Diesel,2020-02-08,1,17193
RK729S,Diesel,2020-02-08,1,17194
G252LS,Diesel,2020-02-08,1,17195
VDL47K,Diesel,2020-02-08,1,17196
VDV25K,Diesel,2020-02-08,1,17197
H891HJ,Diesel,2020-02-08,1,17198
VFD96T,Diesel,2020-02-08,1,17199
H743HN,Diesel,2020-02-08,1,17200
H959JB,Diesel,2020-02-08,1,17201
H764HB,Diesel,2020-02-08,1,17202
H329HG,Diesel,2020-02-08,1,17203
H991HG,Diesel,2020-02-08,1,17204
VFF85X,Diesel,2020-02-08,1,17205
VDT59V,Diesel,2020-02-08,1,17206
VFD25X,Diesel,2020-02-08,1,17207
H439HH,Diesel,2020-02-08,1,17208
VDF32L,Diesel,2020-02-08,1,17209
G470ZK,Diesel,2020-02-08,1,17210
H551FP,Diesel,2020-02-08,1,17211
H380HZ,Diesel,2020-02-08,1,17212
ZT453S,Diesel,2020-02-08,1,17213
G203SG,Diesel,2020-02-08,1,17214
H467HS,Diesel,2020-02-08,1,17215
VFF09V,Diesel,2020-02-08,1,17216
H757HB,Diesel,2020-02-08,1,17217
H180GZ,Diesel,2020-02-08,1,17218
H562HH,Diesel,2020-02-08,1,17219
ZT350T,Diesel,2020-02-08,1,17220
H254GG,Diesel,2020-02-08,1,17221
H357HT,Diesel,2020-02-08,1,17222
G345DP,Diesel,2020-02-08,1,17223
VDZ22L,Diesel,2020-02-08,1,17224
H331HT,Diesel,2020-02-08,1,17225
H306GN,Diesel,2020-02-08,1,17226
VBZ21B,Diesel,2020-02-08,1,17227
VBV36X,Diesel,2020-02-08,1,17228
H062GX,Diesel,2020-02-08,1,17229
H298HS,Diesel,2020-02-08,1,17230
H587BB,Diesel,2020-02-08,1,17231
G548ZG,Diesel,2020-02-08,1,17232
H389KN,Diesel,2020-02-09,1,17233
H267HT,Diesel,2020-02-09,1,17234
H194JF,Diesel,2020-02-09,1,17235
H261FV,Diesel,2020-02-09,1,17236
VDV95J,Diesel,2020-02-09,1,17237
14BPG2,Diesel,2020-02-10,1,17238
H074JH,Diesel,2020-02-10,1,17239
VFH91F,Diesel,2020-02-10,1,17240
43BPF9,Diesel,2020-02-10,1,17241
VFH92F,Diesel,2020-02-10,1,17242
VFG99L,Diesel,2020-02-10,1,17243
VFG16D,Diesel,2020-02-10,1,17244
VFD55J,Diesel,2020-02-10,1,17245
62BPG3,Diesel,2020-02-10,1,17246
VFF61T,Diesel,2020-02-10,1,17247
VFB21N,Diesel,2020-02-10,1,17248
VFG44G,Diesel,2020-02-10,1,17249
H758JG,Diesel,2020-02-10,1,17250
VFD92G,Diesel,2020-02-10,1,17251
H332HP,Diesel,2020-02-10,1,17252
VDZ69X,Diesel,2020-02-10,1,17253
V327VN,Diesel,2020-02-10,1,17254
H857JG,Diesel,2020-02-10,1,17255
58BPD7,Diesel,2020-02-10,1,17256
VDS41N,Diesel,2020-02-10,1,17257
22BPH2,Diesel,2020-02-10,1,17258
35BPD8,Diesel,2020-02-10,1,17259
VFG42G,Diesel,2020-02-10,1,17260
G795KX,Diesel,2020-02-10,1,17261
H347BZ,Diesel,2020-02-10,1,17262
95BPF9,Diesel,2020-02-10,1,17263
73BPH1,Diesel,2020-02-10,1,17264
VFF46Z,Diesel,2020-02-10,1,17265
45BPG2,Diesel,2020-02-10,1,17266
H198HT,Diesel,2020-02-10,1,17267
16BPH2,Diesel,2020-02-10,1,17268
01BPH2,Diesel,2020-02-10,1,17269
70BPH1,Diesel,2020-02-10,1,17270
VFD74D,Diesel,2020-02-10,1,17271
VDK52J,Diesel,2020-02-10,1,17272
09BNR8,Diesel,2020-02-10,1,17273
H683JG,Diesel,2020-02-10,1,17274
78BPG9,Diesel,2020-02-10,1,17275
VFB81X,Diesel,2020-02-10,1,17276
VFD70D,Diesel,2020-02-10,1,17277
VFG81S,Diesel,2020-02-10,1,17278
H378JH,Diesel,2020-02-10,1,17279
29BPH2,Diesel,2020-02-10,1,17280
76BPF8,Diesel,2020-02-10,1,17281
VDF58R,Diesel,2020-02-10,1,17282
G537JH,Diesel,2020-02-10,1,17283
H808JG,Diesel,2020-02-10,1,17284
19BPG5,Diesel,2020-02-10,1,17285
H267HN,Diesel,2020-02-10,1,17286
H107JH,Diesel,2020-02-10,1,17287
H587JG,Diesel,2020-02-10,1,17288
G214LB,Diesel,2020-02-10,1,17289
V355LG,Diesel,2020-02-10,1,17290
28BPG7,Diesel,2020-02-10,1,17291
VFG17F,Diesel,2020-02-10,1,17292
H766HZ,Diesel,2020-02-10,1,17293
H608HL,Diesel,2020-02-10,1,17294
VFB71S,Diesel,2020-02-10,1,17295
VFG12G,Diesel,2020-02-10,1,17296
VFH94F,Diesel,2020-02-10,1,17297
VDX49G,Diesel,2020-02-10,1,17298
DXS91N,Diesel,2020-02-10,1,17299
10BPF2,Diesel,2020-02-10,1,17300
VFD97L,Diesel,2020-02-10,1,17301
VFH30D,Diesel,2020-02-10,1,17302
99BPH1,Diesel,2020-02-10,1,17303
VDS84K,Diesel,2020-02-10,1,17304
H092GR,Diesel,2020-02-10,1,17305
VFG64D,Diesel,2020-02-10,1,17306
57BPD7,Diesel,2020-02-10,1,17307
VFG04G,Diesel,2020-02-10,1,17308
H768JG,Diesel,2020-02-10,1,17309
44BPF9,Diesel,2020-02-10,1,17310
H992HJ,Diesel,2020-02-10,1,17311
H739JG,Diesel,2020-02-10,1,17312
VFG71G,Diesel,2020-02-10,1,17313
VFG81N,Diesel,2020-02-10,1,17314
VFF04G,Diesel,2020-02-10,1,17315
H693JG,Diesel,2020-02-10,1,17316
65BPF8,Diesel,2020-02-10,1,17317
H817GH,Diesel,2020-02-10,1,17318
VFH97F,Diesel,2020-02-10,1,17319
77BPF8,Diesel,2020-02-10,1,17320
H045JH,Diesel,2020-02-10,1,17321
H927JG,Diesel,2020-02-10,1,17322
G751KJ,Diesel,2020-02-10,1,17323
VFG49F,Diesel,2020-02-10,1,17324
VFH89F,Diesel,2020-02-10,1,17325
H798JG,Diesel,2020-02-10,1,17326
24BPH2,Diesel,2020-02-10,1,17327
96BPH1,Diesel,2020-02-10,1,17328
H964JG,Diesel,2020-02-10,1,17329
VFD06R,Diesel,2020-02-10,1,17330
H192JH,Diesel,2020-02-10,1,17331
VDX05Z,Diesel,2020-02-10,1,17332
VBP06F,Diesel,2020-02-10,1,17333
H283FF,Diesel,2020-02-10,1,17334
97BPH1,Diesel,2020-02-10,1,17335
05BPF4,Diesel,2020-02-10,1,17336
H420JD,Diesel,2020-02-10,1,17337
VFG80G,Diesel,2020-02-10,1,17338
29BPG8,Diesel,2020-02-10,1,17339
VFG94G,Diesel,2020-02-10,1,17340
H250JG,Diesel,2020-02-10,1,17341
H916JG,Diesel,2020-02-10,1,17342
H230JH,Diesel,2020-02-10,1,17343
VFG92K,Diesel,2020-02-10,1,17344
VFD84S,Diesel,2020-02-10,1,17345
VFG80L,Diesel,2020-02-10,1,17346
VBS31T,Diesel,2020-02-10,1,17347
DXS74X,Diesel,2020-02-10,1,17348
G260XN,Diesel,2020-02-10,1,17349
VFG17G,Diesel,2020-02-10,1,17350
VFH64F,Diesel,2020-02-10,1,17351
VDT21P,Diesel,2020-02-10,1,17352
VFG29D,Diesel,2020-02-10,1,17353
56BPD7,Diesel,2020-02-10,1,17354
VFF41V,Diesel,2020-02-10,1,17355
G056FJ,Diesel,2020-02-10,1,17356
H523HJ,Diesel,2020-02-10,1,17357
H777HL,Diesel,2020-02-10,1,17358
09BPF4,Diesel,2020-02-10,1,17359
H790JG,Diesel,2020-02-10,1,17360
H850JG,Diesel,2020-02-10,1,17361
VFB53K,Diesel,2020-02-10,1,17362
G168LK,Diesel,2020-02-10,1,17363
H053JH,Diesel,2020-02-10,1,17364
VFH36F,Diesel,2020-02-10,1,17365
VFF56X,Diesel,2020-02-10,1,17366
34BPD8,Diesel,2020-02-10,1,17367
H938JG,Diesel,2020-02-10,1,17368
H663JG,Diesel,2020-02-10,1,17369
H726JG,Diesel,2020-02-10,1,17370
VFD60D,Diesel,2020-02-10,1,17371
VFG49L,Diesel,2020-02-10,1,17372
27BPD8,Diesel,2020-02-10,1,17373
VFH53D,Diesel,2020-02-10,1,17374
30BPH2,Diesel,2020-02-10,1,17375
VFG42T,Diesel,2020-02-10,1,17376
H427FV,Diesel,2020-02-10,1,17377
H959HX,Diesel,2020-02-10,1,17378
40BPF2,Diesel,2020-02-10,1,17379
VDF29N,Diesel,2020-02-10,1,17380
G314TK,Diesel,2020-02-10,1,17381
00BPG4,Diesel,2020-02-10,1,17382
H153JG,Diesel,2020-02-10,1,17383
H264FB,Diesel,2020-02-10,1,17384
H055FG,Diesel,2020-02-10,1,17385
92BPH1,Diesel,2020-02-10,1,17386
H670JG,Diesel,2020-02-10,1,17387
H005JH,Diesel,2020-02-10,1,17388
VFG24P,Diesel,2020-02-10,1,17389
H825JG,Diesel,2020-02-10,1,17390
H080JH,Diesel,2020-02-10,1,17391
H729JG,Diesel,2020-02-10,1,17392
